date,to_aogashima,from_aogashima,max_wind
2022/10/10 (月),×,×,南 7.2
2022/10/11 (火),×,×,西 7.9
2022/10/12 (水),〇,〇,東北東 12.8
2022/10/13 (木),,,北東 15.1
2022/10/14 (金),×,×,東北東 15.1
2022/10/15 (土),〇,〇,北東 10.8
2022/10/16 (日),,,東 10.0
2022/10/17 (月),〇,〇,南南東 6.5
2022/10/18 (火),〇,〇,東北東 7.3
2022/10/19 (水),,,北東 12.8
2022/10/20 (木),,,北東 11.3
2022/10/21 (金),〇,〇,東 5.2
2022/10/22 (土),〇,〇,南東 4.4
2022/10/23 (日),,,西 5.9
2022/10/24 (月),〇,〇,北東 11.1
2022/10/25 (火),×,×,北東 14.5
2022/10/26 (水),×,×,北北東 11.0
2022/10/27 (木),,,北東 9.2
2022/10/28 (金),〇,〇,北東 6.1
2022/10/29 (土),〇,〇,北東 7.8
2022/10/30 (日),,,東 7.9
2022/10/31 (月),〇,〇,東北東 9.6
2022/11/01 (火),〇,〇,東北東 7.4
2022/11/02 (水),,,北東 5.2
2022/11/03 (木),,,西南西 3.4
2022/11/04 (金),〇,〇,西 5.6
2022/11/05 (土),〇,〇,東北東 7.6
2022/11/06 (日),,,北東 10.0
2022/11/07 (月),〇,〇,東 10.0
2022/11/08 (火),〇,〇,北東 7.0
2022/11/09 (水),〇,〇,南南西 4.0
2022/11/10 (木),,,西 5.0
2022/11/11 (金),〇,〇,北東 6.2
2022/11/12 (土),〇,〇,東 3.8
2022/11/13 (日),,,南西 13.9
2022/11/14 (月),×,×,西 8.6
2022/11/15 (火),×,×,西 7.0
2022/11/16 (水),,,西北西 6.8
2022/11/17 (木),,,西 5.4
2022/11/18 (金),〇,〇,北東 7.2
2022/11/19 (土),〇,〇,東北東 9.6
2022/11/20 (日),,,東 13.3
2022/11/21 (月),×,×,東 10.5
2022/11/22 (火),〇,〇,東北東 7.6
2022/11/23 (水),×,×,西 9.6
2022/11/24 (木),,,西 10.1
2022/11/25 (金),〇,〇,東北東 9.3
2022/11/26 (土),〇,〇,南 7.2
2022/11/27 (日),,,東北東 8.0
2022/11/28 (月),〇,〇,東 8.3
2022/11/29 (火),×,×,南 8.9
2022/11/30 (水),,,南西 8.5
2022/12/01 (木),,,西 7.1
2022/12/02 (金),×,×,西北西 6.0
2022/12/03 (土),〇,〇,西南西 5.1
2022/12/04 (日),,,西 5.3
2022/12/05 (月),〇,,北 6.2
2022/12/06 (火),〇,〇,西 7.6
2022/12/07 (水),×,×,西 7.1
2022/12/08 (木),,,西北西 7.6
2022/12/09 (金),〇,〇,西 5.0
2022/12/10 (土),〇,〇,東 2.2
2022/12/11 (日),,,西南西 4.3
2022/12/12 (月),×,×,北北東 12.2
2022/12/13 (火),×,×,西 8.8
2022/12/14 (水),,,西 12.0
2022/12/15 (木),,,西 8.2
2022/12/16 (金),×,×,西 7.9
2022/12/17 (土),〇,〇,北東 6.4
2022/12/18 (日),,,西 12.2
2022/12/19 (月),×,×,西 9.7
2022/12/20 (火),×,×,西 7.0
2022/12/21 (水),〇,〇,東 5.6
2022/12/22 (木),,,西 12.8
2022/12/23 (金),×,×,西 15.6
2022/12/24 (土),×,×,西 11.3
2022/12/25 (日),,,西北西 8.5
2022/12/26 (月),×,×,西北西 8.6
2022/12/27 (火),×,×,西北西 5.0
2022/12/28 (水),〇,〇,西 6.0
2022/12/29 (木),,,西 7.9
2022/12/30 (金),,,西北西 6.6
2022/12/31 (土),,,西 5.9
2023/01/01 (日),,,西 8.1
2023/01/02 (月),,,西 7.9
2023/01/03 (火),,,西北西 6.3
2023/01/04 (水),×,×,西 7.7
2023/01/05 (木),,,西北西 6.9
2023/01/06 (金),×,×,西北西 5.9
2023/01/07 (土),,,西 6.6
2023/01/08 (日),,,西北西 5.6
2023/01/09 (月),〇,〇,西 9.0
2023/01/10 (火),×,×,西 10.3
2023/01/11 (水),,,西 5.2
2023/01/12 (木),,,西 7.1
2023/01/13 (金),〇,〇,西南西 5.7
2023/01/14 (土),×,×,西南西 8.9
2023/01/15 (日),,,西南西 8.3
2023/01/16 (月),〇,〇,北東 6.7
2023/01/17 (火),〇,〇,東 8.2
2023/01/18 (水),〇,〇,西 5.4
2023/01/19 (木),,,東北東 9.1
2023/01/20 (金),×,×,西 8.9
2023/01/21 (土),×,×,西 8.2
2023/01/22 (日),〇,〇,西北西 5.4
2023/01/23 (月),〇,〇,東北東 7.6
2023/01/24 (火),×,×,西 14.3
2023/01/25 (水),,,西 10.3
2023/01/26 (木),,,西 10.1
2023/01/27 (金),×,×,西 8.9
2023/01/28 (土),×,×,西 8.2
2023/01/29 (日),,,西 8.6
2023/01/30 (月),×,×,西 9.4
2023/01/31 (火),×,×,西 7.0
2023/02/01 (水),×,〇,西 10.0
2023/02/02 (木),,,西 10.1
2023/02/03 (金),〇,〇,北東 7.9
2023/02/04 (土),,〇,西 5.7
2023/02/05 (日),,,西 4.8
2023/02/06 (月),〇,〇,西南西 5.3
2023/02/07 (火),〇,〇,東北東 4.4
2023/02/08 (水),,,西北西 5.8
2023/02/09 (木),,,北東 7.4
2023/02/10 (金),〇,,東 9.9
2023/02/11 (土),×,×,北東 8.5
2023/02/12 (日),,,南南西 6.5
2023/02/13 (月),×,×,西南西 10.2
2023/02/14 (火),×,×,北北東 7.6
2023/02/15 (水),×,×,西北西 6.1
2023/02/16 (木),,,北東 8.8
2023/02/17 (金),,,西 6.1
2023/02/18 (土),〇,〇,西南西 6.3
2023/02/19 (日),,,西 10.6
2023/02/20 (月),×,×,西 7.1
2023/02/21 (火),×,×,東北東 7.8
2023/02/22 (水),,,東北東 7.8
2023/02/23 (木),,,南南西 6.4
2023/02/24 (金),〇,〇,東 4.6
2023/02/25 (土),×,×,西 6.8
2023/02/26 (日),,,北北東 8.5
2023/02/27 (月),〇,〇,北東 7.2
2023/02/28 (火),〇,〇,西南西 5.1
2023/03/01 (水),〇,〇,西 6.9
2023/03/02 (木),,,西 11.3
2023/03/03 (金),×,×,北東 7.6
2023/03/04 (土),〇,〇,西 4.7
2023/03/05 (日),,,西南西 4.0
2023/03/06 (月),〇,〇,北北東 6.0
2023/03/07 (火),〇,〇,西北西 4.7
2023/03/08 (水),,,西南西 4.7
2023/03/09 (木),,,南西 5.1
2023/03/10 (金),,〇,西南西 5.7
2023/03/11 (土),〇,〇,東北東 6.9
2023/03/12 (日),,,東 6.5
2023/03/13 (月),〇,,南 7.7
2023/03/14 (火),×,×,北東 9.2
2023/03/15 (水),〇,〇,東北東 6.3
2023/03/16 (木),,,西南西 4.1
2023/03/17 (金),〇,〇,西南西 5.3
2023/03/18 (土),×,×,西 10.5
2023/03/19 (日),,,北東 9.8
2023/03/20 (月),,〇,東 7.0
2023/03/21 (火),〇,〇,西南西 4.2
2023/03/22 (水),,,東北東 10.0
2023/03/23 (木),,,東 9.3
2023/03/24 (金),×,×,南西 7.9
2023/03/25 (土),〇,〇,北東 11.4
2023/03/26 (日),,,東北東 8.0
2023/03/27 (月),〇,〇,西 6.4
2023/03/28 (火),〇,〇,北東 10.4
2023/03/29 (水),〇,〇,北東 8.0
2023/03/30 (木),,,北東 6.0
2023/03/31 (金),〇,〇,東北東 8.1
2023/04/01 (土),〇,〇,東北東 5.7
2023/04/02 (日),,,東北東 12.0
2023/04/03 (月),×,×,東北東 12.8
2023/04/04 (火),〇,〇,北東 8.8
2023/04/05 (水),,,西南西 4.5
2023/04/06 (木),,,南 6.1
2023/04/07 (金),〇,〇,南南西 9.2
2023/04/08 (土),×,×,南南西 8.9
2023/04/09 (日),,,西北西 8.8
2023/04/10 (月),〇,〇,南西 4.9
2023/04/11 (火),〇,〇,南西 5.7
2023/04/12 (水),〇,〇,南 7.0
2023/04/13 (木),,,東北東 9.3
2023/04/14 (金),〇,〇,南南西 4.3
2023/04/15 (土),×,×,南南東 10.6
2023/04/16 (日),,,西 8.2
2023/04/17 (月),×,×,西 9.8
2023/04/18 (火),〇,〇,西南西 6.4
2023/04/19 (水),,,西南西 6.3
2023/04/20 (木),,,南南西 6.6
2023/04/21 (金),〇,〇,北北東 4.1
2023/04/22 (土),〇,〇,東北東 11.2
2023/04/23 (日),,,東北東 9.1
2023/04/24 (月),〇,,東北東 9.4
2023/04/25 (火),〇,〇,東 10.2
2023/04/26 (水),×,×,南南東 9.6
2023/04/27 (木),,,西 7.9
2023/04/28 (金),〇,〇,南東 4.7
2023/04/29 (土),〇,〇,南 6.7
2023/04/30 (日),,,南南西 9.8
2023/05/01 (月),〇,〇,西 5.9
2023/05/02 (火),〇,〇,北東 7.7
2023/05/03 (水),,,北 4.4
2023/05/04 (木),,,西南西 4.8
2023/05/05 (金),〇,〇,南西 5.5
2023/05/06 (土),〇,〇,南南西 7.2
2023/05/07 (日),,,南 8.9
2023/05/08 (月),×,×,東北東 12.1
2023/05/09 (火),×,×,北東 14.1
2023/05/10 (水),×,×,北東 11.2
2023/05/11 (木),,,北東 7.8
2023/05/12 (金),〇,〇,東 7.0
2023/05/13 (土),〇,〇,東南東 5.1
2023/05/14 (日),,,東南東 6.2
2023/05/15 (月),〇,,東 10.3
2023/05/16 (火),,〇,北北東 6.1
2023/05/17 (水),,,南 6.2
2023/05/18 (木),,,南西 5.2
2023/05/19 (金),〇,〇,南 9.2
2023/05/20 (土),×,×,東北東 10.8
2023/05/21 (日),,,東北東 8.9
2023/05/22 (月),〇,〇,南南西 5.2
2023/05/23 (火),〇,〇,北北東 11.1
2023/05/24 (水),,〇,北北東 7.3
2023/05/25 (木),,,東北東 8.3
2023/05/26 (金),〇,〇,東 6.8
2023/05/27 (土),〇,〇,北東 5.9
2023/05/28 (日),,,南南西 5.3
2023/05/29 (月),×,×,南西 6.2
2023/05/30 (火),×,×,西南西 7.0
2023/05/31 (水),,,東北東 9.5
2023/06/01 (木),,,南南東 7.3
2023/06/02 (金),×,×,南 11.5
2023/06/03 (土),×,×,北東 11.3
2023/06/04 (日),,,西南西 5.7
2023/06/05 (月),,〇,西南西 4.8
2023/06/06 (火),〇,〇,南南西 6.4
2023/06/07 (水),×,×,南南西 8.8
2023/06/08 (木),,,南南東 9.7
2023/06/09 (金),〇,〇,南南東 9.8
2023/06/10 (土),,〇,南南東 5.3
2023/06/11 (日),,,南南東 5.4
2023/06/12 (月),×,×,東北東 12.4
2023/06/13 (火),×,×,北北東 11.6
2023/06/14 (水),,,東北東 9.9
2023/06/15 (木),,,南南西 10.8
2023/06/16 (金),×,×,西 7.2
2023/06/17 (土),〇,〇,西南西 5.3
2023/06/18 (日),,,西 5.4
2023/06/19 (月),〇,〇,北北東 4.4
2023/06/20 (火),〇,〇,東北東 9.3
2023/06/21 (水),〇,〇,東北東 7.7
2023/06/22 (木),,,南 7.4
2023/06/23 (金),〇,〇,南西 5.7
2023/06/24 (土),〇,〇,西南西 5.1
2023/06/25 (日),,,西南西 3.3
2023/06/26 (月),〇,〇,南西 3.5
2023/06/27 (火),〇,〇,西 3.9
2023/06/28 (水),,,西南西 6.1
2023/06/29 (木),,,南西 6.0
2023/06/30 (金),〇,〇,西南西 6.7
2023/07/01 (土),×,×,南西 8.2
2023/07/02 (日),,,西 5.7
2023/07/03 (月),〇,〇,東 13.5
2023/07/04 (火),〇,〇,東 16.5
2023/07/05 (水),〇,〇,南南西 6.1
2023/07/06 (木),,,南西 6.0
2023/07/07 (金),〇,〇,南南西 5.8
2023/07/08 (土),,〇,南南西 5.5
2023/07/09 (日),,,南西 6.8
2023/07/10 (月),×,×,西南西 6.8
2023/07/11 (火),〇,〇,西南西 6.0
2023/07/12 (水),,,西南西 6.5
2023/07/13 (木),,,西南西 6.3
2023/07/14 (金),〇,〇,西南西 5.9
2023/07/15 (土),〇,〇,西南西 6.0
2023/07/16 (日),,,西南西 5.5
2023/07/17 (月),,,西 6.3
2023/07/18 (火),〇,〇,西 5.3
2023/07/19 (水),〇,〇,西南西 6.3
2023/07/20 (木),,,南西 9.0
2023/07/21 (金),〇,〇,北東 5.7
2023/07/22 (土),〇,〇,北東 5.9
2023/07/23 (日),,,北東 5.7
2023/07/24 (月),〇,〇,北東 3.8
2023/07/25 (火),〇,〇,西南西 3.6
2023/07/26 (水),,,東南東 3.7
2023/07/27 (木),,,南南東 4.9
2023/07/28 (金),〇,〇,西南西 3.8
2023/07/29 (土),〇,〇,南南東 4.5
2023/07/30 (日),,,南 6.6
2023/07/31 (月),×,×,南南東 6.3
2023/08/01 (火),×,×,南南西 4.8
2023/08/02 (水),×,×,南南東 5.6
2023/08/03 (木),,,西南西 4.2
2023/08/04 (金),〇,〇,南西 5.1
2023/08/05 (土),×,×,南南西 6.1
2023/08/06 (日),,,南 6.4
2023/08/07 (月),,,東 8.2
2023/08/08 (火),×,×,東 6.7
2023/08/09 (水),×,×,東 9.6
2023/08/10 (木),,,東北東 10.6
2023/08/11 (金),×,×,東北東 9.4
2023/08/12 (土),×,×,東北東 10.0
2023/08/13 (日),,,東北東 12.5
2023/08/14 (月),×,×,東 8.6
2023/08/15 (火),×,×,南南西 7.9
2023/08/16 (水),×,×,南 5.3
2023/08/17 (木),,,西南西 4.5
2023/08/18 (金),〇,〇,西南西 3.0
2023/08/19 (土),〇,〇,東北東 5.0
2023/08/20 (日),,,東北東 7.6
2023/08/21 (月),〇,〇,東北東 8.6
2023/08/22 (火),〇,〇,東 7.0
2023/08/23 (水),,,南南東 6.3
2023/08/24 (木),,,南 5.5
2023/08/25 (金),〇,〇,東北東 4.2
2023/08/26 (土),〇,〇,東南東 9.6
2023/08/27 (日),,,東北東 5.0
2023/08/28 (月),×,×,西南西 4.4
2023/08/29 (火),〇,〇,南南東 4.8
2023/08/30 (水),,,南南西 4.5
2023/08/31 (木),,,南南東 4.2
2023/09/01 (金),〇,〇,東 4.9
2023/09/02 (土),〇,〇,東 5.9
2023/09/03 (日),,,東北東 11.6
2023/09/04 (月),×,×,東北東 8.4
2023/09/05 (火),〇,〇,南 4.5
2023/09/06 (水),,,南 8.8
2023/09/07 (木),,,東 10.4
2023/09/08 (金),×,×,南南西 10.9
2023/09/09 (土),×,×,南南西 8.0
2023/09/10 (日),〇,〇,南南東 5.1
2023/09/11 (月),〇,〇,東北東 5.5
2023/09/12 (火),〇,〇,北東 6.5
2023/09/13 (水),〇,〇,東北東 6.2
2023/09/14 (木),,,西南西 4.2
2023/09/15 (金),〇,〇,西南西 4.2
2023/09/16 (土),〇,〇,西南西 4.1
2023/09/17 (日),,,西南西 4.3
2023/09/18 (月),〇,〇,西南西 4.4
2023/09/19 (火),〇,〇,西南西 4.7
2023/09/20 (水),,,西南西 5.0
2023/09/21 (木),,,南西 6.7
2023/09/22 (金),,〇,南西 6.2
2023/09/23 (土),〇,〇,西 7.7
2023/09/24 (日),,,東北東 12.9
2023/09/25 (月),〇,〇,東北東 12.8
2023/09/26 (火),〇,〇,北東 7.6
2023/09/27 (水),〇,〇,西 4.7
2023/09/28 (木),,,西南西 5.5
2023/09/29 (金),〇,〇,西 6.3
2023/09/30 (土),〇,〇,南南西 4.3
2023/10/01 (日),,,西南西 5.4
2023/10/02 (月),〇,〇,東北東 9.2
2023/10/03 (火),×,×,東 8.2
2023/10/04 (水),,,東 8.5
2023/10/05 (木),,,西 7.3
2023/10/06 (金),×,×,西 7.6
2023/10/07 (土),×,×,東北東 8.9
2023/10/08 (日),〇,〇,東北東 10.7
2023/10/09 (月),×,×,東 10.6
2023/10/10 (火),×,×,西南西 7.9
2023/10/11 (水),〇,〇,北東 10.5
2023/10/12 (木),,,北東 9.8
2023/10/13 (金),×,×,北東 10.7
2023/10/14 (土),×,×,南 5.3
2023/10/15 (日),,,西南西 11.2
2023/10/16 (月),×,×,西 6.5
2023/10/17 (火),〇,〇,西 5.7
2023/10/18 (水),,,西 4.9
2023/10/19 (木),,,南南西 4.1
2023/10/20 (金),〇,〇,西 8.7
2023/10/21 (土),×,×,西 9.8
2023/10/22 (日),,,西 7.4
2023/10/23 (月),〇,〇,西 3.8
2023/10/24 (火),〇,〇,北北東 4.0
2023/10/25 (水),〇,〇,北北西 3.3
2023/10/26 (木),,,北北東 5.4
2023/10/27 (金),〇,〇,南南東 5.2
2023/10/28 (土),,,
2023/10/29 (日),,,
2023/10/30 (月),〇,〇,
2023/10/31 (火),〇,〇,南東 4.9
2023/11/01 (水),,,北 3.1
2023/11/02 (木),,,西南西 5.8
2023/11/03 (金),〇,〇,西南西 3.9
2023/11/04 (土),〇,〇,西南西 3.7
2023/11/05 (日),,,東北東 5.9
2023/11/06 (月),〇,〇,南南東 8.4
2023/11/07 (火),×,×,西 9.3
2023/11/08 (水),×,×,東北東 10.4
2023/11/09 (木),,,東北東 7.5
2023/11/10 (金),〇,〇,西 8.1
2023/11/11 (土),×,×,東北東 7.9
2023/11/12 (日),,,東北東 7.9
2023/11/13 (月),×,×,西 9.9
2023/11/14 (火),×,×,西北西 6.1
2023/11/15 (水),〇,〇,東北東 4.8
2023/11/16 (木),,,北東 7.1
2023/11/17 (金),×,×,西 11.8
2023/11/18 (土),×,×,西 15.3
2023/11/19 (日),,,西 9.3
2023/11/20 (月),×,×,西 9.5
2023/11/21 (火),〇,〇,東 6.7
2023/11/22 (水),〇,〇,南南西 4.2
2023/11/23 (木),,,西 5.2
2023/11/24 (金),×,×,西 10.0
2023/11/25 (土),×,×,東 7.6
2023/11/26 (日),〇,〇,東 6.0
2023/11/27 (月),〇,〇,西南西 4.5
2023/11/28 (火),×,×,西 11.8
2023/11/29 (水),,,西 9.6
2023/11/30 (木),,,西 9.7
2023/12/01 (金),〇,〇,西 7.6
2023/12/02 (土),×,×,西 6.1
2023/12/03 (日),,,西 8.1
2023/12/04 (月),〇,〇,西 5.2
2023/12/05 (火),〇,〇,東北東 12.7
2023/12/06 (水),〇,〇,東北東 10.2
2023/12/07 (木),,,西 10.5
2023/12/08 (金),×,×,西 7.3
2023/12/09 (土),〇,〇,西南西 4.3
2023/12/10 (日),,,西 4.5
2023/12/11 (月),〇,〇,南南西 6.7
2023/12/12 (火),×,×,西南西 9.8
2023/12/13 (水),,,北東 12.1
2023/12/14 (木),,,南南西 4.6
2023/12/15 (金),×,×,南西 8.5
2023/12/16 (土),×,×,西 9.8
2023/12/17 (日),,,西 11.3
2023/12/18 (月),×,×,西 7.3
2023/12/19 (火),〇,〇,西 5.9
2023/12/20 (水),×,×,西 7.5
2023/12/21 (木),,,西 12.0
2023/12/22 (金),×,×,西 10.1
2023/12/23 (土),×,×,西 7.3
2023/12/24 (日),〇,〇,西 6.1
2023/12/25 (月),〇,〇,西 7.8
2023/12/26 (火),〇,〇,西 8.6
2023/12/27 (水),×,×,西 7.9
2023/12/28 (木),〇,〇,西北西 4.9
2023/12/29 (金),,,西 6.0
2023/12/30 (土),,,西 5.5
2023/12/31 (日),,,西 11.3
2024/01/01 (月),,,西 11.5
2024/01/02 (火),,,東 8.0
2024/01/03 (水),,,西 5.1
2024/01/04 (木),,,西 7.4
2024/01/05 (金),×,×,西南西 6.7
2024/01/06 (土),〇,〇,西 8.6
2024/01/07 (日),,,西 11.2
2024/01/08 (月),×,×,西 9.0
2024/01/09 (火),〇,〇,西 7.5
2024/01/10 (水),,,西 7.3
2024/01/11 (木),,,東北東 14.7
2024/01/12 (金),〇,〇,西 9.4
2024/01/13 (土),×,×,西 10.5
2024/01/14 (日),,,西 7.9
2024/01/15 (月),×,×,西 11.9
2024/01/16 (火),×,×,西北西 9.4
2024/01/17 (水),〇,〇,西 6.5
2024/01/18 (木),,,西 8.6
2024/01/19 (金),〇,〇,東北東 10.7
2024/01/20 (土),×,×,東 12.3
2024/01/21 (日),,,西南西 9.7
2024/01/22 (月),×,×,北東 7.9
2024/01/23 (火),×,×,西 12.1
2024/01/24 (水),,,西 12.1
2024/01/25 (木),,,西 9.3
2024/01/26 (金),×,×,西 9.1
2024/01/27 (土),×,×,西 6.2
2024/01/28 (日),,,西 6.4
2024/01/29 (月),〇,〇,北北東 7.4
2024/01/30 (火),〇,〇,西 4.5
2024/01/31 (水),〇,〇,南西 5.2
2024/02/01 (木),,,西 11.5
2024/02/02 (金),〇,〇,東北東 7.9
2024/02/03 (土),〇,〇,東北東 7.7
2024/02/04 (日),,,北東 8.2
2024/02/05 (月),×,×,南 11.4
2024/02/06 (火),×,×,北北東 10.0
2024/02/07 (水),,,西 5.4
2024/02/08 (木),,,西 3.8
2024/02/09 (金),〇,〇,東北東 4.4
2024/02/10 (土),〇,〇,西 5.8
2024/02/11 (日),,,西北西 6.7
2024/02/12 (月),×,×,西 9.0
2024/02/13 (火),〇,〇,西南西 7.0
2024/02/14 (水),〇,〇,西南西 7.8
2024/02/15 (木),,,南西 8.6
2024/02/16 (金),×,×,東北東 12.5
2024/02/17 (土),×,×,東北東 11.7
2024/02/18 (日),〇,〇,東 8.0
2024/02/19 (月),〇,〇,南 8.0
2024/02/20 (火),×,×,南南西 8.7
2024/02/21 (水),,,西南西 8.6
2024/02/22 (木),,,北東 10.4
2024/02/23 (金),×,×,北東 12.3
2024/02/24 (土),×,×,北東 12.6
2024/02/25 (日),,,東北東 14.7
2024/02/26 (月),×,×,北東 13.1
2024/02/27 (火),×,×,北東 8.4
2024/02/28 (水),×,×,北東 6.5
2024/02/29 (木),〇,〇,南 9.1
2024/03/01 (金),×,×,西南西 12.0
2024/03/02 (土),×,×,西 9.5
2024/03/03 (日),,,西 9.1
2024/03/04 (月),×,×,西 8.4
2024/03/05 (火),〇,〇,南 8.8
2024/03/06 (水),,,北東 10.2
2024/03/07 (木),,,北東 11.5
2024/03/08 (金),×,×,東 7.3
2024/03/09 (土),×,×,西 9.7
2024/03/10 (日),〇,〇,西北西 6.8
2024/03/11 (月),〇,〇,西 5.7
2024/03/12 (火),×,×,南南西 12.7
2024/03/13 (水),×,×,西 10.6
2024/03/14 (木),,,西 8.1
2024/03/15 (金),〇,〇,西 9.2
2024/03/16 (土),〇,〇,西 9.1
2024/03/17 (日),,,西 11.0
2024/03/18 (月),×,×,西北西 8.7
2024/03/19 (火),〇,,北東 6.5
2024/03/20 (水),,,西 13.2
2024/03/21 (木),,,西北西 9.4
2024/03/22 (金),×,×,西北西 6.6
2024/03/23 (土),×,×,西南西 9.8
2024/03/24 (日),×,×,西 8.1
2024/03/25 (月),×,×,北東 6.5
2024/03/26 (火),×,×,西南西 11.2
2024/03/27 (水),×,×,北東 9.5
2024/03/28 (木),〇,〇,東 8.6
2024/03/29 (金),×,×,南 12.0
2024/03/30 (土),×,×,西 7.3
2024/03/31 (日),〇,〇,西南西 5.8
2024/04/01 (月),〇,〇,西北西 6.9
2024/04/02 (火),〇,〇,西北西 7.6
2024/04/03 (水),,,南南東 11.1
2024/04/04 (木),,,南西 10.3
2024/04/05 (金),〇,〇,東北東 10.5
2024/04/06 (土),〇,〇,北東 8.8
2024/04/07 (日),,,東北東 4.6
2024/04/08 (月),〇,〇,南南西 4.8
2024/04/09 (火),×,×,東北東 9.8
2024/04/10 (水),×,×,北東 12.5
2024/04/11 (木),,,東 8.4
2024/04/12 (金),〇,〇,北東 12.0
2024/04/13 (土),〇,〇,北東 11.6
2024/04/14 (日),,,東北東 9.3
2024/04/15 (月),〇,〇,北東 7.6
2024/04/16 (火),〇,〇,南 7.3
2024/04/17 (水),,,南 8.2
2024/04/18 (木),,,北東 14.1
2024/04/19 (金),〇,〇,北 9.7
2024/04/20 (土),〇,〇,西南西 6.3
2024/04/21 (日),,,西南西 5.2
2024/04/22 (月),×,×,北東 12.0
2024/04/23 (火),〇,〇,東北東 10.4
2024/04/24 (水),×,×,東 13.0
2024/04/25 (木),,,西 8.1
2024/04/26 (金),〇,〇,西南西 4.7
2024/04/27 (土),〇,〇,北北東 9.6
2024/04/28 (日),,,東北東 6.8
2024/04/29 (月),〇,〇,南南西 6.2
2024/04/30 (火),×,×,南南東 9.5
2024/05/01 (水),〇,〇,北東 11.8
